Order_ID,Date,Product_ID,Supplier_ID,Region_ID,Order_Quantity,Unit_Cost,Shipping_Cost,Delivery_Days,Total_Product_Cost,Total_Order_Cost
124087,2023-12-23,P0079,S001,R3,1,202.64,130.07,2,202.64,332.71
124088,2023-08-18,P0171,S009,R3,73,22.78,35.77,2,1662.94,1698.71
124089,2023-12-03,P0197,S019,R1,123,17.35,69.48,10,2134.05,2203.53
124090,2024-09-10,P0195,S012,R3,162,160.8,27.42,9,26049.600000000002,26077.02
124091,2024-08-11,P0127,S016,R3,20,130.36,135.02,2,2607.2000000000003,2742.2200000000003
124092,2023-04-23,P0125,S016,R4,135,205.46,41.93,12,27737.100000000002,27779.030000000002
124093,2024-12-17,P0072,S017,R3,20,100.9,30.51,3,2018.0,2048.51
124094,2023-01-27,P0040,S002,R1,165,54.79,29.44,11,9040.35,9069.79
124095,2023-11-25,P0080,S017,R4,163,222.87,49.43,10,36327.81,36377.24
124096,2024-11-14,P0020,S012,R1,51,260.25,149.69,6,13272.75,13422.44
124097,2024-02-08,P0121,S003,R1,124,123.74,40.97,12,15343.76,15384.73
124098,2023-07-29,P0107,S011,R4,175,34.32,74.6,14,6006.0,6080.6
124099,2024-12-12,P0087,S001,R2,45,230.14,26.31,14,10356.3,10382.609999999999
124100,2023-07-01,P0137,S010,R4,193,11.61,21.85,12,2240.73,2262.58
124101,2024-08-19,P0153,S012,R2,51,280.18,93.64,7,14289.18,14382.82
124102,2023-10-27,P0099,S018,R2,31,194.4,109.84,1,6026.400000000001,6136.240000000001
124103,2024-12-16,P0094,S020,R1,114,269.82,44.97,6,30759.48,30804.45
124104,2023-04-12,P0131,S020,R3,29,265.84,37.57,9,7709.36,7746.929999999999
124105,2023-01-28,P0083,S011,R4,121,232.53,105.52,13,28136.13,28241.65
124106,2023-09-12,P0005,S007,R1,55,94.02,136.53,2,5171.099999999999,5307.629999999999
124107,2024-08-21,P0200,S013,R2,86,261.27,140.33,2,22469.219999999998,22609.55
124108,2023-05-19,P0035,S013,R2,151,253.27,72.12,9,38243.770000000004,38315.89000000001
124109,2024-01-20,P0060,S003,R3,69,245.55,71.6,8,16942.95,17014.55
124110,2024-09-16,P0053,S014,R3,109,212.02,82.55,11,23110.18,23192.73
124111,2024-01-07,P0084,S007,R1,134,18.46,40.89,5,2473.6400000000003,2514.53
124112,2023-03-25,P0147,S002,R4,61,31.22,81.78,7,1904.4199999999998,1986.1999999999998
124113,2023-12-26,P0030,S004,R1,165,237.42,77.92,5,39174.299999999996,39252.219999999994
124114,2024-06-10,P0198,S008,R2,27,129.22,97.24,5,3488.94,3586.18
124115,2023-01-02,P0046,S013,R3,122,108.81,77.39,13,13274.82,13352.21
124116,2024-02-01,P0094,S013,R4,106,132.93,129.95,7,14090.58,14220.53
124117,2023-06-30,P0101,S005,R1,94,225.04,28.59,4,21153.76,21182.35
124118,2023-06-28,P0156,S014,R1,64,113.31,87.45,11,7251.84,7339.29
124119,2024-11-14,P0121,S005,R2,44,36.43,48.65,13,1602.92,1651.5700000000002
124120,2024-06-30,P0062,S009,R4,38,165.47,38.15,1,6287.86,6326.009999999999
124121,2023-07-07,P0075,S020,R4,73,184.83,38.64,10,13492.59,13531.23
124122,2023-03-29,P0146,S019,R3,39,173.63,77.68,2,6771.57,6849.25
124123,2023-11-22,P0123,S015,R3,181,256.11,147.03,6,46355.91,46502.94
124124,2024-06-09,P0072,S007,R4,118,42.92,66.32,12,5064.56,5130.88
124125,2024-11-15,P0139,S008,R4,19,178.68,75.35,10,3394.92,3470.27
124126,2023-12-28,P0151,S002,R1,196,92.62,147.28,7,18153.52,18300.8
124127,2023-10-28,P0023,S003,R3,89,112.52,116.79,7,10014.279999999999,10131.07
124128,2024-06-06,P0040,S015,R2,19,50.9,77.04,7,967.1,1044.14
124129,2024-01-31,P0088,S018,R1,132,261.45,94.08,1,34511.4,34605.48
124130,2024-01-26,P0125,S007,R1,69,206.23,107.45,5,14229.869999999999,14337.32
124131,2023-06-04,P0119,S005,R3,151,235.18,118.39,14,35512.18,35630.57
124132,2023-11-02,P0177,S012,R4,38,260.53,90.45,13,9900.14,9990.59
124133,2023-11-04,P0042,S016,R1,1,91.52,69.04,3,91.52,160.56
124134,2023-05-20,P0138,S012,R3,115,251.77,45.92,1,28953.550000000003,28999.47
124135,2024-02-10,P0103,S003,R2,3,258.85,43.01,10,776.5500000000001,819.5600000000001
124136,2023-02-04,P0091,S008,R1,34,107.46,146.32,12,3653.64,3799.96
124137,2023-07-24,P0140,S004,R1,30,17.11,114.55,4,513.3,627.8499999999999
124138,2024-05-15,P0072,S009,R2,28,220.29,102.47,11,6168.12,6270.59
124139,2023-02-07,P0048,S010,R1,164,249.55,142.02,4,40926.200000000004,41068.22
124140,2024-08-09,P0060,S012,R2,29,294.34,132.87,9,8535.859999999999,8668.73
124141,2023-06-12,P0074,S003,R3,137,166.23,58.44,8,22773.51,22831.949999999997
124142,2024-03-23,P0024,S005,R3,193,113.11,30.51,9,21830.23,21860.739999999998
124143,2024-02-23,P0139,S005,R4,29,151.96,70.85,8,4406.84,4477.6900000000005
124144,2024-04-14,P0083,S008,R4,58,133.49,122.27,13,7742.42,7864.6900000000005
124145,2024-05-13,P0054,S001,R3,146,216.41,148.72,13,31595.86,31744.58
124146,2023-08-22,P0039,S018,R2,71,146.08,44.45,14,10371.68,10416.130000000001
124147,2024-09-17,P0060,S010,R1,166,214.93,98.52,12,35678.380000000005,35776.9
124148,2023-04-29,P0162,S001,R1,17,43.84,85.32,12,745.2800000000001,830.6000000000001
124149,2024-06-03,P0006,S005,R1,34,101.23,136.2,12,3441.82,3578.02
124150,2024-04-10,P0010,S003,R2,32,18.08,33.66,10,578.56,612.2199999999999
124151,2023-04-25,P0083,S007,R3,126,104.73,63.87,7,13195.980000000001,13259.850000000002
124152,2023-12-20,P0050,S014,R3,54,62.8,131.53,13,3391.2,3522.73
124153,2023-05-31,P0179,S015,R3,148,96.5,51.99,7,14282.0,14333.99
124154,2024-03-30,P0085,S003,R4,170,109.39,122.18,12,18596.3,18718.48
124155,2024-09-22,P0112,S004,R3,47,195.41,101.88,6,9184.27,9286.15
124156,2023-10-03,P0020,S014,R2,184,142.73,133.49,9,26262.32,26395.81
124157,2024-12-20,P0020,S002,R4,109,90.84,59.33,13,9901.56,9960.89
124158,2024-11-18,P0175,S012,R2,158,123.23,148.15,5,19470.34,19618.49
124159,2023-11-26,P0037,S011,R2,127,232.36,132.43,10,29509.72,29642.15
124160,2024-03-17,P0161,S018,R2,185,101.26,135.43,12,18733.100000000002,18868.530000000002
124161,2023-09-30,P0089,S013,R2,108,121.72,82.8,10,13145.76,13228.56
124162,2023-03-21,P0057,S004,R4,90,106.54,79.49,12,9588.6,9668.09
124163,2023-05-07,P0109,S016,R2,109,204.12,124.61,10,22249.08,22373.690000000002
124164,2024-10-11,P0127,S012,R2,147,13.12,29.65,8,1928.6399999999999,1958.29
124165,2023-07-23,P0173,S015,R2,34,98.0,106.27,13,3332.0,3438.27
124166,2023-01-27,P0171,S011,R2,119,182.76,113.38,10,21748.44,21861.82
124167,2023-08-26,P0122,S015,R1,47,167.31,98.98,12,7863.57,7962.549999999999
124168,2024-05-15,P0087,S007,R3,130,236.63,67.09,12,30761.899999999998,30828.989999999998
124169,2024-09-30,P0183,S007,R2,48,97.06,136.16,12,4658.88,4795.04
124170,2023-09-13,P0199,S010,R4,137,274.5,45.78,5,37606.5,37652.28
124171,2024-12-20,P0177,S007,R2,65,120.31,142.07,1,7820.150000000001,7962.22
124172,2023-03-23,P0005,S018,R4,107,73.79,136.74,3,7895.530000000001,8032.27
124173,2024-06-24,P0109,S016,R4,27,244.42,88.59,12,6599.339999999999,6687.929999999999
124174,2023-04-17,P0113,S012,R4,113,228.95,48.49,9,25871.35,25919.84
124175,2024-05-01,P0141,S017,R3,162,207.71,51.45,4,33649.020000000004,33700.47
124176,2024-10-22,P0113,S019,R1,140,267.15,94.29,9,37401.0,37495.29
124177,2024-11-27,P0100,S003,R2,141,18.69,81.04,1,2635.29,2716.33
124178,2023-07-16,P0006,S001,R2,12,194.4,40.16,9,2332.8,2372.96
124179,2024-09-09,P0185,S008,R4,162,218.02,107.71,7,35319.240000000005,35426.950000000004
124180,2023-09-25,P0089,S012,R4,95,54.79,86.23,10,5205.05,5291.28
124181,2024-01-11,P0033,S010,R4,172,20.85,77.19,6,3586.2000000000003,3663.3900000000003
124182,2024-08-02,P0138,S016,R3,3,141.71,134.59,13,425.13,559.72
124183,2024-01-18,P0138,S010,R3,112,66.73,115.8,13,7473.76,7589.56
124184,2023-02-02,P0145,S003,R2,30,81.46,98.36,1,2443.7999999999997,2542.16
124185,2023-03-24,P0093,S011,R1,121,20.6,56.23,10,2492.6000000000004,2548.8300000000004
124186,2024-02-07,P0132,S006,R3,192,38.54,95.05,14,7399.68,7494.7300000000005
124187,2024-03-23,P0058,S015,R1,91,169.75,46.98,1,15447.25,15494.23
124188,2023-11-09,P0093,S006,R1,17,182.26,126.24,3,3098.42,3224.66
124189,2023-05-28,P0197,S017,R4,152,83.58,55.5,6,12704.16,12759.66
124190,2023-04-08,P0158,S017,R1,186,93.15,104.74,8,17325.9,17430.640000000003
124191,2023-08-25,P0091,S013,R1,188,39.89,89.96,3,7499.32,7589.28
124192,2024-09-06,P0073,S008,R4,80,154.15,61.11,1,12332.0,12393.11
124193,2023-11-09,P0058,S003,R4,36,274.06,114.45,14,9866.16,9980.61
124194,2023-05-09,P0075,S005,R4,72,167.34,95.46,13,12048.48,12143.939999999999
124195,2023-07-16,P0137,S014,R1,37,78.44,127.94,14,2902.2799999999997,3030.22
124196,2024-11-26,P0094,S014,R1,116,298.11,26.55,1,34580.76,34607.310000000005
124197,2024-11-10,P0181,S006,R1,33,11.11,45.19,3,366.63,411.82
124198,2024-08-04,P0069,S020,R1,3,246.28,79.43,14,738.84,818.27
124199,2024-12-18,P0012,S001,R2,152,102.4,118.85,12,15564.800000000001,15683.650000000001
124200,2024-04-13,P0183,S018,R2,182,207.04,66.59,9,37681.28,37747.869999999995
124201,2023-12-30,P0044,S003,R4,108,19.62,56.38,4,2118.96,2175.34
124202,2024-10-22,P0110,S014,R1,92,219.54,142.53,10,20197.68,20340.21
124203,2024-03-08,P0174,S010,R2,6,264.52,141.57,14,1587.12,1728.6899999999998
124204,2023-07-02,P0083,S013,R2,172,237.07,34.79,4,40776.04,40810.83
124205,2023-02-10,P0157,S003,R1,50,67.07,23.53,14,3353.4999999999995,3377.0299999999997
124206,2023-09-03,P0130,S011,R2,40,158.57,141.0,1,6342.799999999999,6483.799999999999
124207,2023-04-04,P0032,S003,R1,21,170.91,90.21,9,3589.11,3679.32
124208,2024-03-04,P0039,S019,R3,22,293.76,107.22,2,6462.719999999999,6569.94
124209,2024-10-07,P0064,S014,R1,139,87.5,25.21,12,12162.5,12187.71
124210,2024-04-16,P0157,S015,R1,36,87.71,96.58,5,3157.56,3254.14
124211,2024-09-11,P0020,S010,R4,28,150.89,36.12,3,4224.92,4261.04
124212,2024-09-17,P0024,S007,R4,137,85.51,33.89,10,11714.87,11748.76
124213,2023-01-01,P0092,S012,R1,46,240.54,147.6,2,11064.84,11212.44
124214,2023-03-31,P0169,S004,R1,163,265.98,76.98,1,43354.740000000005,43431.72000000001
124215,2023-10-18,P0035,S017,R1,59,150.58,148.98,12,8884.220000000001,9033.2
124216,2023-10-29,P0015,S010,R4,52,134.26,117.21,2,6981.5199999999995,7098.73
124217,2024-11-26,P0103,S015,R1,192,37.71,119.01,3,7240.32,7359.33
124218,2023-12-20,P0074,S013,R1,192,273.75,111.48,7,52560.0,52671.48
124219,2023-09-29,P0131,S015,R1,7,196.01,70.05,9,1372.07,1442.12
124220,2023-09-19,P0023,S019,R4,96,179.29,139.11,12,17211.84,17350.95
124221,2024-07-14,P0021,S010,R4,99,183.8,124.59,14,18196.2,18320.79
124222,2024-01-06,P0005,S003,R4,62,247.69,101.06,6,15356.78,15457.84
124223,2024-09-18,P0153,S008,R2,94,63.51,124.7,1,5969.94,6094.639999999999
124224,2023-03-21,P0105,S006,R3,183,71.6,109.69,3,13102.8,13212.49
124225,2024-12-14,P0097,S011,R4,30,299.59,129.0,14,8987.699999999999,9116.699999999999
124226,2024-04-15,P0175,S020,R1,8,150.94,28.53,9,1207.52,1236.05
124227,2024-02-11,P0045,S010,R3,196,181.15,138.59,10,35505.4,35643.99
124228,2023-08-17,P0105,S003,R1,62,254.59,49.32,6,15784.58,15833.9
124229,2023-02-15,P0190,S008,R1,124,124.86,136.91,7,15482.64,15619.55
124230,2023-05-18,P0083,S002,R1,32,106.34,88.07,14,3402.88,3490.9500000000003
124231,2024-09-26,P0021,S004,R3,54,62.47,63.28,4,3373.38,3436.6600000000003
124232,2023-12-03,P0196,S020,R2,5,262.21,79.48,2,1311.05,1390.53
124233,2023-01-03,P0084,S003,R3,56,249.9,106.94,14,13994.4,14101.34
124234,2024-06-10,P0092,S014,R3,81,10.79,102.35,2,873.9899999999999,976.3399999999999
124235,2024-12-19,P0061,S011,R1,92,212.53,65.69,4,19552.76,19618.449999999997
124236,2023-05-17,P0189,S017,R4,75,234.07,30.1,1,17555.25,17585.35
124237,2024-06-09,P0098,S011,R3,18,174.05,36.78,7,3132.9,3169.6800000000003
124238,2023-11-30,P0199,S010,R3,192,140.35,115.99,9,26947.199999999997,27063.19
124239,2024-06-02,P0200,S002,R4,52,218.85,50.04,9,11380.199999999999,11430.24
124240,2024-04-11,P0082,S010,R4,124,58.28,26.75,2,7226.72,7253.47
124241,2023-12-09,P0046,S005,R3,109,58.86,105.23,7,6415.74,6520.969999999999
124242,2023-01-25,P0105,S002,R2,186,19.48,45.77,13,3623.28,3669.05
124243,2023-03-06,P0181,S020,R2,105,95.82,99.93,10,10061.099999999999,10161.029999999999
124244,2023-08-12,P0168,S015,R4,162,260.2,28.16,7,42152.4,42180.560000000005
124245,2023-09-01,P0165,S018,R3,115,147.83,23.42,3,17000.45,17023.87
124246,2024-04-20,P0132,S014,R3,42,193.6,79.47,13,8131.2,8210.67
124247,2023-08-04,P0111,S019,R4,156,94.57,135.1,14,14752.919999999998,14888.019999999999
124248,2024-07-01,P0167,S019,R3,158,141.17,56.64,3,22304.859999999997,22361.499999999996
124249,2024-02-17,P0011,S019,R2,135,298.02,130.18,7,40232.7,40362.88
124250,2024-09-15,P0015,S002,R1,35,153.17,97.19,11,5360.95,5458.139999999999
124251,2023-12-20,P0188,S003,R4,52,194.39,24.21,5,10108.279999999999,10132.489999999998
124252,2023-08-30,P0093,S012,R3,103,221.28,39.98,2,22791.84,22831.82
124253,2023-10-23,P0088,S015,R1,170,243.92,63.2,13,41466.4,41529.6
124254,2023-07-21,P0155,S011,R4,139,264.45,149.82,13,36758.549999999996,36908.369999999995
124255,2024-02-01,P0063,S001,R2,34,15.76,134.52,2,535.84,670.36
124256,2023-10-13,P0104,S003,R2,169,181.38,103.76,8,30653.219999999998,30756.979999999996
124257,2023-09-12,P0155,S020,R3,191,190.77,51.92,1,36437.07,36488.99
124258,2023-04-19,P0107,S006,R3,105,12.24,144.47,4,1285.2,1429.67
124259,2024-03-15,P0053,S003,R1,8,252.72,148.3,7,2021.76,2170.06
124260,2023-11-03,P0008,S008,R4,186,217.58,100.49,5,40469.880000000005,40570.37
124261,2024-12-25,P0080,S007,R1,32,107.61,81.85,4,3443.52,3525.37
124262,2024-03-06,P0111,S003,R1,157,163.63,136.32,4,25689.91,25826.23
124263,2023-10-16,P0034,S002,R3,145,143.87,93.22,10,20861.15,20954.370000000003
124264,2024-02-28,P0194,S009,R1,147,14.28,106.49,12,2099.16,2205.6499999999996
124265,2024-08-31,P0068,S001,R3,115,183.25,54.08,6,21073.75,21127.83
124266,2024-12-03,P0184,S010,R4,65,119.72,139.46,14,7781.8,7921.26
124267,2023-01-09,P0120,S013,R1,176,103.76,70.89,13,18261.760000000002,18332.65
124268,2023-02-28,P0197,S001,R2,192,240.55,138.56,2,46185.600000000006,46324.16
124269,2023-12-28,P0055,S019,R2,141,205.71,95.37,10,29005.11,29100.48
124270,2024-05-22,P0025,S008,R1,25,142.12,93.38,11,3553.0,3646.38
124271,2023-12-31,P0187,S012,R4,66,95.09,145.12,13,6275.9400000000005,6421.06
124272,2024-08-06,P0043,S001,R3,155,192.81,71.49,13,29885.55,29957.04
124273,2024-08-22,P0042,S019,R2,44,168.49,140.32,14,7413.56,7553.88
124274,2024-05-19,P0144,S007,R3,115,263.27,97.31,14,30276.05,30373.36
124275,2023-04-14,P0050,S009,R4,17,269.09,94.02,5,4574.53,4668.55
124276,2024-01-19,P0079,S012,R1,54,287.69,69.45,5,15535.26,15604.710000000001
124277,2024-02-11,P0061,S006,R1,22,132.99,88.46,10,2925.78,3014.2400000000002
124278,2024-01-31,P0175,S018,R2,196,235.81,34.97,14,46218.76,46253.73
124279,2023-03-20,P0096,S004,R2,197,159.82,28.85,7,31484.539999999997,31513.389999999996
124280,2023-05-14,P0037,S007,R2,81,290.96,50.67,3,23567.76,23618.429999999997
124281,2023-03-18,P0065,S003,R3,4,56.95,140.04,7,227.8,367.84000000000003
124282,2024-01-18,P0133,S010,R3,27,127.27,53.99,6,3436.29,3490.2799999999997
124283,2023-12-02,P0182,S003,R2,121,104.04,127.98,2,12588.84,12716.82
124284,2024-01-30,P0169,S017,R4,199,257.11,54.44,6,51164.89,51219.33
124285,2023-06-10,P0072,S004,R4,85,212.7,53.46,4,18079.5,18132.96
124286,2023-08-26,P0041,S002,R1,115,139.94,25.68,12,16093.1,16118.78
124287,2024-10-15,P0163,S005,R3,47,125.05,109.85,3,5877.349999999999,5987.2
124288,2023-05-04,P0023,S014,R1,25,146.33,143.71,1,3658.2500000000005,3801.9600000000005
124289,2023-07-27,P0007,S018,R2,156,204.33,119.22,6,31875.480000000003,31994.700000000004
124290,2024-06-28,P0132,S016,R1,15,161.9,46.47,1,2428.5,2474.97
124291,2023-04-23,P0058,S014,R2,55,119.35,69.18,2,6564.25,6633.43
124292,2024-12-02,P0166,S019,R4,141,167.44,130.47,11,23609.04,23739.510000000002
124293,2024-07-18,P0094,S018,R2,196,158.28,141.46,10,31022.88,31164.34
124294,2023-05-30,P0182,S002,R1,188,171.27,85.34,1,32198.760000000002,32284.100000000002
124295,2023-11-05,P0084,S012,R3,8,290.36,122.73,12,2322.88,2445.61
124296,2024-09-19,P0030,S006,R1,19,107.92,47.61,5,2050.48,2098.09
124297,2024-12-19,P0127,S019,R3,142,165.86,109.25,2,23552.120000000003,23661.370000000003
124298,2023-06-11,P0143,S013,R2,153,33.96,140.83,1,5195.88,5336.71
124299,2024-06-21,P0189,S009,R4,75,37.81,144.42,2,2835.75,2980.17
124300,2024-04-08,P0030,S012,R2,33,90.87,71.99,12,2998.71,3070.7
124301,2024-11-01,P0019,S003,R3,174,121.55,118.75,6,21149.7,21268.45
124302,2023-12-19,P0089,S002,R1,122,171.36,98.29,5,20905.920000000002,21004.210000000003
124303,2024-06-24,P0001,S001,R4,21,291.5,62.02,13,6121.5,6183.52
124304,2023-11-12,P0111,S020,R3,192,46.75,110.52,7,8976.0,9086.52
124305,2024-03-29,P0158,S004,R1,145,138.61,122.01,10,20098.45,20220.46
124306,2024-06-23,P0130,S014,R2,18,143.06,40.06,12,2575.08,2615.14
124307,2024-06-29,P0003,S018,R2,130,127.99,125.2,10,16638.7,16763.9
124308,2024-03-20,P0171,S007,R4,32,250.1,56.26,9,8003.2,8059.46
124309,2024-09-28,P0133,S018,R3,65,32.47,92.97,10,2110.5499999999997,2203.5199999999995
124310,2024-02-10,P0025,S005,R1,32,76.36,78.97,3,2443.52,2522.49
124311,2024-11-25,P0105,S008,R1,118,44.62,54.72,4,5265.16,5319.88
124312,2023-03-24,P0193,S018,R1,170,39.84,69.98,6,6772.8,6842.78
124313,2024-11-25,P0036,S005,R3,117,280.55,56.92,5,32824.35,32881.27
124314,2024-04-18,P0055,S004,R2,2,159.02,35.59,9,318.04,353.63
124315,2024-02-11,P0022,S007,R1,61,121.82,27.94,11,7431.0199999999995,7458.959999999999
124316,2023-04-02,P0109,S018,R1,187,102.44,88.44,5,19156.28,19244.719999999998
124317,2024-06-25,P0077,S006,R3,68,182.96,98.38,11,12441.28,12539.66
124318,2024-04-11,P0152,S016,R1,195,184.58,133.66,9,35993.100000000006,36126.76000000001
124319,2024-08-19,P0119,S005,R4,120,77.72,24.93,3,9326.4,9351.33
124320,2023-06-28,P0070,S004,R3,134,196.33,85.98,7,26308.22,26394.2
124321,2023-04-17,P0045,S008,R2,199,258.9,58.52,2,51521.1,51579.619999999995
124322,2023-01-24,P0136,S014,R4,50,75.38,33.99,10,3769.0,3802.99
124323,2024-10-30,P0070,S008,R3,73,258.49,42.9,3,18869.77,18912.670000000002
124324,2024-07-10,P0194,S006,R4,99,120.7,117.32,13,11949.300000000001,12066.62
124325,2023-10-15,P0148,S008,R3,191,166.42,100.56,4,31786.219999999998,31886.78
124326,2024-07-14,P0019,S018,R2,18,260.63,87.2,2,4691.34,4778.54
124327,2023-01-17,P0018,S016,R1,113,203.54,56.16,8,23000.02,23056.18
124328,2023-06-03,P0076,S005,R1,131,165.11,87.31,6,21629.410000000003,21716.720000000005
124329,2024-04-05,P0139,S008,R3,175,85.92,133.94,10,15036.0,15169.94
124330,2024-08-12,P0016,S005,R1,64,111.41,110.84,13,7130.24,7241.08
124331,2024-01-23,P0016,S007,R1,25,13.01,137.31,3,325.25,462.56
124332,2024-07-16,P0015,S015,R1,106,122.41,43.0,2,12975.46,13018.46
124333,2023-07-30,P0120,S002,R4,72,121.52,90.67,5,8749.44,8840.11
124334,2023-11-30,P0066,S007,R3,167,55.93,114.56,2,9340.31,9454.869999999999
124335,2024-04-11,P0113,S018,R3,28,44.98,126.66,10,1259.4399999999998,1386.1
124336,2024-05-11,P0057,S015,R4,40,90.16,109.64,2,3606.3999999999996,3716.0399999999995
124337,2023-12-06,P0042,S001,R3,171,246.18,124.12,4,42096.78,42220.9
124338,2023-07-15,P0192,S004,R2,82,270.39,64.44,2,22171.98,22236.42
124339,2024-05-09,P0066,S003,R4,75,42.77,136.35,7,3207.7500000000005,3344.1000000000004
124340,2023-09-02,P0081,S015,R3,121,140.41,39.34,5,16989.61,17028.95
124341,2024-11-14,P0002,S007,R2,135,222.18,44.72,3,29994.3,30039.02
124342,2024-10-03,P0172,S016,R4,24,107.57,105.72,5,2581.68,2687.3999999999996
124343,2024-03-28,P0164,S008,R3,52,299.27,55.7,6,15562.039999999999,15617.74
124344,2023-06-15,P0061,S011,R2,35,139.64,86.25,6,4887.4,4973.65
124345,2023-02-04,P0141,S005,R3,174,174.09,46.38,7,30291.66,30338.04
124346,2024-05-21,P0105,S013,R3,108,174.04,75.55,9,18796.32,18871.87
124347,2024-10-13,P0106,S006,R2,59,221.63,122.96,12,13076.17,13199.13
124348,2023-02-04,P0002,S004,R4,94,138.34,133.38,9,13003.960000000001,13137.34
124349,2024-04-11,P0166,S009,R1,93,141.57,142.91,13,13166.01,13308.92
124350,2023-05-09,P0129,S007,R2,149,272.46,74.64,3,40596.53999999999,40671.17999999999
124351,2023-12-21,P0196,S017,R2,135,38.58,41.42,4,5208.3,5249.72
124352,2023-07-21,P0100,S006,R3,78,161.65,99.96,10,12608.7,12708.66
124353,2024-09-10,P0028,S012,R4,165,249.33,36.71,14,41139.450000000004,41176.16
124354,2024-09-25,P0092,S013,R4,58,201.3,55.97,8,11675.400000000001,11731.37
124355,2023-06-02,P0191,S017,R2,174,277.36,97.46,7,48260.64,48358.1
124356,2024-03-08,P0078,S002,R4,186,58.65,51.81,14,10908.9,10960.71
124357,2024-01-05,P0146,S015,R3,72,55.5,81.05,13,3996.0,4077.05
124358,2023-09-13,P0002,S017,R4,4,19.19,59.28,5,76.76,136.04000000000002
124359,2024-04-01,P0165,S018,R2,191,159.8,114.98,3,30521.800000000003,30636.780000000002
124360,2023-04-30,P0179,S014,R3,45,223.86,41.71,6,10073.7,10115.41
124361,2023-11-24,P0118,S012,R1,136,230.77,58.65,1,31384.72,31443.370000000003
124362,2024-02-28,P0176,S002,R2,101,27.4,113.08,6,2767.3999999999996,2880.4799999999996
124363,2023-07-17,P0019,S007,R2,42,246.22,98.57,7,10341.24,10439.81
124364,2024-04-20,P0007,S006,R2,52,130.31,55.66,3,6776.12,6831.78
124365,2024-12-08,P0195,S002,R3,42,167.1,47.87,6,7018.2,7066.07
124366,2024-04-04,P0063,S011,R3,74,269.97,55.55,5,19977.780000000002,20033.33
124367,2023-07-10,P0109,S016,R1,130,69.75,65.69,3,9067.5,9133.19
124368,2024-06-21,P0009,S004,R1,165,149.93,75.19,5,24738.45,24813.64
124369,2023-06-25,P0129,S016,R3,39,28.58,30.07,7,1114.62,1144.6899999999998
124370,2023-11-11,P0096,S007,R2,128,213.73,146.31,3,27357.44,27503.75
124371,2023-04-06,P0044,S020,R1,83,272.91,148.06,13,22651.530000000002,22799.590000000004
124372,2023-06-16,P0168,S007,R2,44,54.95,140.83,14,2417.8,2558.63
124373,2024-08-25,P0012,S009,R2,121,164.92,107.45,10,19955.32,20062.77
124374,2024-02-26,P0150,S003,R3,146,196.81,129.24,12,28734.260000000002,28863.500000000004
124375,2024-12-27,P0016,S019,R2,161,92.91,101.89,1,14958.51,15060.4
124376,2024-03-06,P0019,S014,R4,40,157.67,142.94,6,6306.799999999999,6449.739999999999
124377,2024-07-27,P0106,S013,R2,119,52.62,58.71,13,6261.78,6320.49
124378,2024-02-16,P0118,S002,R1,129,213.97,71.92,8,27602.13,27674.05
124379,2024-10-02,P0134,S014,R1,80,260.24,38.41,2,20819.2,20857.61
124380,2024-07-03,P0113,S006,R3,22,182.65,109.53,10,4018.3,4127.83
124381,2023-02-23,P0066,S011,R1,72,37.27,34.12,10,2683.44,2717.56
124382,2024-04-14,P0186,S012,R4,181,97.63,135.32,14,17671.03,17806.35
124383,2023-03-04,P0143,S010,R1,112,182.64,26.93,13,20455.68,20482.61
124384,2023-03-19,P0149,S002,R3,134,75.74,139.48,13,10149.16,10288.64
124385,2024-09-24,P0001,S015,R1,168,145.32,85.85,8,24413.76,24499.609999999997
124386,2024-05-09,P0118,S001,R4,161,140.27,39.89,3,22583.47,22623.36
124387,2023-04-27,P0075,S014,R2,25,15.74,115.53,5,393.5,509.03
124388,2023-05-12,P0192,S017,R4,133,239.68,76.94,11,31877.440000000002,31954.38
124389,2024-07-24,P0177,S004,R2,5,255.97,94.01,11,1279.85,1373.86
124390,2023-05-26,P0197,S005,R4,164,203.02,116.94,11,33295.28,33412.22
124391,2024-02-18,P0068,S014,R1,190,189.58,91.07,8,36020.200000000004,36111.270000000004
124392,2024-09-08,P0097,S017,R3,58,237.34,74.91,9,13765.72,13840.63
124393,2023-07-11,P0133,S010,R4,135,136.75,147.26,14,18461.25,18608.51
124394,2023-08-31,P0063,S014,R3,47,11.7,97.19,11,549.9,647.0899999999999
124395,2023-04-29,P0122,S004,R2,114,211.18,53.23,11,24074.52,24127.75
124396,2023-12-20,P0163,S010,R3,50,204.95,51.17,7,10247.5,10298.67
124397,2023-01-10,P0182,S003,R2,33,269.08,30.14,2,8879.64,8909.779999999999
124398,2023-10-19,P0084,S011,R4,152,216.64,26.91,5,32929.28,32956.19
124399,2023-01-13,P0132,S020,R3,177,209.93,122.8,7,37157.61,37280.41
124400,2023-01-20,P0042,S014,R3,60,210.15,27.25,4,12609.0,12636.25
124401,2024-07-02,P0191,S005,R4,111,53.7,52.78,5,5960.700000000001,6013.4800000000005
124402,2023-07-06,P0009,S007,R3,79,283.79,26.13,11,22419.41,22445.54
124403,2023-01-21,P0160,S014,R1,158,17.05,111.57,5,2693.9,2805.4700000000003
124404,2023-11-23,P0074,S010,R1,173,186.85,127.29,6,32325.05,32452.34
